word_count,unique_token_count,nostop_count,avg_sentence_length,avg_word_length,sentence_count,long_word_count,short_word_count,noun,adj,pron,verb,cconj,adv,det,propn,num,intj,period_count,comma_count,question_mark_count,exclamation_mark_count,colon_count,semicolon_count,parentheses_count,hyphen_count,ellipsis_count
424.0,216.0,179.0,15.142857142857142,4.224056603773585,28.0,64.0,182.0,81,9,56,95,12,32,38,12,0,0,27,21,0,0,0,0,0,0,0
415.0,243.0,219.0,12.575757575757576,4.544578313253012,33.0,90.0,169.0,105,23,44,84,16,34,40,13,3,1,32,26,1,2,0,0,0,1,1
237.0,119.0,112.0,21.545454545454547,4.755274261603375,11.0,56.0,87.0,46,15,20,40,8,25,12,9,0,0,10,7,0,3,0,0,0,0,0
469.0,258.0,243.0,20.391304347826086,5.136460554371002,23.0,150.0,181.0,125,34,25,90,21,22,48,7,2,0,22,11,0,0,0,0,0,2,0
291.0,166.0,156.0,12.652173913043478,4.9243986254295535,23.0,86.0,114.0,71,28,8,62,13,9,28,15,2,0,22,11,1,0,0,0,0,0,0
197.0,122.0,99.0,13.133333333333333,4.477157360406092,15.0,36.0,85.0,39,7,27,42,9,12,11,6,0,0,14,7,0,0,0,0,0,0,0
442.0,214.0,229.0,19.217391304347824,4.592760180995475,23.0,95.0,159.0,96,38,39,89,16,20,41,19,3,0,22,8,0,1,0,0,0,0,0
68.0,53.0,38.0,9.714285714285714,5.0588235294117645,7.0,19.0,23.0,19,8,6,13,3,1,4,3,0,0,6,5,0,0,0,0,0,1,0
301.0,166.0,159.0,13.08695652173913,4.588039867109635,23.0,69.0,113.0,66,20,25,70,13,19,18,6,0,0,22,9,1,0,0,0,0,0,0
283.0,137.0,154.0,18.866666666666667,4.303886925795053,15.0,47.0,126.0,64,22,30,75,17,7,25,8,0,0,14,7,0,0,0,0,0,0,0
290.0,134.0,132.0,16.11111111111111,4.5,18.0,49.0,122.0,56,17,37,58,11,11,25,9,0,0,17,11,0,0,0,0,0,0,0
217.0,105.0,105.0,31.0,4.142857142857143,7.0,32.0,104.0,45,8,24,43,18,12,17,10,1,0,6,0,0,0,0,0,0,0,0
414.0,201.0,191.0,16.56,4.591787439613527,25.0,93.0,157.0,76,24,50,89,17,33,36,14,3,0,24,15,0,0,0,0,0,4,0
371.0,201.0,195.0,16.130434782608695,4.7008086253369274,23.0,85.0,148.0,79,22,38,81,22,30,22,1,1,0,22,17,3,0,0,1,0,0,0
293.0,142.0,163.0,15.421052631578947,4.559726962457338,19.0,60.0,118.0,79,19,30,56,8,20,18,6,0,0,18,13,2,0,0,0,0,0,0
390.0,234.0,201.0,11.470588235294118,4.6923076923076925,34.0,90.0,146.0,91,21,33,88,18,30,34,12,0,0,33,20,1,0,0,0,0,2,0
241.0,148.0,116.0,12.68421052631579,4.215767634854772,19.0,34.0,106.0,51,12,24,53,9,15,15,6,2,0,18,15,0,0,0,0,0,0,0
422.0,240.0,221.0,16.23076923076923,5.007109004739337,26.0,118.0,161.0,96,37,37,71,10,25,40,48,0,0,25,24,3,0,0,0,0,0,0
447.0,206.0,222.0,21.285714285714285,4.373601789709173,21.0,71.0,171.0,108,11,41,87,14,19,40,22,1,0,20,10,1,0,0,0,0,1,0
527.0,265.0,291.0,20.26923076923077,5.1138519924098675,26.0,161.0,176.0,121,46,28,120,30,26,32,17,5,0,25,41,0,0,0,0,0,0,0
386.0,202.0,196.0,18.38095238095238,4.606217616580311,21.0,80.0,164.0,70,36,25,71,13,31,47,52,2,0,20,9,0,0,0,0,0,0,0
297.0,166.0,188.0,11.423076923076923,4.589225589225589,26.0,47.0,91.0,74,16,29,70,9,29,19,2,0,0,25,29,3,2,0,0,0,2,0
348.0,192.0,200.0,15.818181818181818,4.89367816091954,22.0,86.0,123.0,90,31,8,70,15,13,32,6,0,0,21,21,0,0,0,0,0,0,0
298.0,166.0,169.0,17.529411764705884,5.026845637583893,17.0,73.0,99.0,70,24,18,62,12,23,25,37,0,0,16,27,3,0,0,0,0,8,0
522.0,258.0,289.0,11.347826086956522,4.777777777777778,46.0,116.0,184.0,130,41,54,121,13,34,33,23,2,0,45,18,2,0,0,0,0,1,0
420.0,193.0,249.0,17.5,4.65,24.0,82.0,139.0,113,26,37,79,14,33,26,30,1,0,23,11,0,13,0,0,0,0,0
381.0,174.0,164.0,20.05263157894737,4.307086614173229,19.0,65.0,166.0,94,21,35,69,18,17,34,13,0,0,18,15,0,0,0,0,0,0,0
408.0,225.0,230.0,19.428571428571427,4.737745098039215,21.0,99.0,143.0,95,36,20,87,21,31,28,35,0,0,20,21,0,1,0,0,0,0,0
363.0,168.0,169.0,20.166666666666668,4.303030303030303,18.0,62.0,157.0,78,30,42,77,16,11,29,7,1,2,17,23,0,0,0,0,0,0,0
281.0,152.0,150.0,12.217391304347826,4.900355871886121,23.0,85.0,108.0,73,15,25,53,7,14,24,6,3,0,22,9,1,0,0,0,0,1,0
208.0,121.0,86.0,20.8,4.216346153846154,10.0,35.0,95.0,38,13,25,49,14,12,22,2,1,0,9,1,0,0,0,0,0,0,0
202.0,92.0,94.0,16.833333333333332,3.9653465346534653,12.0,17.0,92.0,32,11,40,38,7,8,13,12,0,0,11,0,0,0,0,0,0,0,0
543.0,240.0,255.0,18.724137931034484,4.5488029465930016,29.0,113.0,208.0,104,39,59,116,18,37,57,7,2,0,28,14,3,0,0,1,0,0,0
419.0,221.0,249.0,14.964285714285714,5.0,28.0,109.0,153.0,132,46,14,69,12,17,35,17,2,0,27,8,1,0,0,0,0,0,0
414.0,251.0,221.0,11.82857142857143,4.685990338164252,35.0,81.0,177.0,80,37,53,82,24,37,25,27,9,0,34,28,2,3,0,0,0,1,0
441.0,197.0,182.0,25.941176470588236,4.072562358276644,17.0,61.0,206.0,74,25,48,97,19,41,40,7,1,0,16,8,0,5,0,0,0,0,0
232.0,105.0,106.0,7.733333333333333,4.461206896551724,30.0,47.0,105.0,61,7,25,48,1,7,32,1,0,0,29,6,0,0,0,0,0,0,0
229.0,123.0,109.0,22.9,4.414847161572053,10.0,44.0,95.0,57,16,17,45,13,10,28,10,0,0,9,12,0,0,0,0,3,0,0
232.0,120.0,125.0,14.5,4.517241379310345,16.0,45.0,97.0,56,13,21,42,11,19,19,11,1,0,15,4,0,0,0,0,0,0,0
651.0,304.0,324.0,13.851063829787234,4.390168970814132,47.0,134.0,279.0,134,46,89,135,19,26,47,55,7,0,46,41,4,1,3,2,1,1,0
539.0,298.0,294.0,22.458333333333332,4.975881261595547,24.0,159.0,198.0,147,42,19,86,20,26,57,27,1,0,23,23,0,0,0,1,0,10,0
313.0,164.0,157.0,13.608695652173912,4.383386581469648,23.0,52.0,128.0,65,17,39,70,13,17,28,11,0,0,22,11,2,1,0,0,0,0,0
462.0,246.0,251.0,16.5,4.354978354978355,28.0,82.0,188.0,76,32,67,98,13,36,36,34,2,0,27,13,3,6,0,0,0,1,0
230.0,148.0,130.0,14.375,4.560869565217391,16.0,51.0,98.0,61,15,16,41,7,11,27,11,0,0,15,10,0,0,0,0,0,0,0
294.0,187.0,156.0,13.363636363636363,4.717687074829932,22.0,69.0,112.0,74,17,16,61,7,16,30,20,0,0,21,9,0,0,0,0,0,0,0
411.0,247.0,228.0,11.742857142857142,4.749391727493918,35.0,92.0,142.0,102,29,21,90,14,29,29,23,2,0,34,25,0,0,0,0,0,0,0
348.0,222.0,185.0,18.31578947368421,4.517241379310345,19.0,64.0,128.0,72,21,29,79,14,14,30,46,0,1,18,14,2,0,1,0,0,0,0
234.0,132.0,133.0,21.272727272727273,4.072649572649572,11.0,35.0,104.0,47,26,33,51,4,4,19,23,2,0,10,4,4,4,0,0,0,0,0
467.0,263.0,255.0,13.342857142857143,4.635974304068522,35.0,93.0,169.0,109,30,36,99,27,34,37,21,1,0,34,18,6,0,0,0,0,1,0
330.0,154.0,155.0,12.222222222222221,4.409090909090909,27.0,57.0,139.0,68,16,24,73,8,15,37,5,2,0,26,4,0,0,0,0,0,1,0
393.0,201.0,184.0,26.2,4.43765903307888,15.0,75.0,168.0,70,25,41,83,23,22,34,29,6,0,14,22,4,0,0,0,0,1,0
401.0,176.0,198.0,21.105263157894736,4.615960099750623,19.0,92.0,161.0,87,24,37,98,16,25,30,6,1,0,18,19,3,0,0,0,0,10,0
537.0,233.0,279.0,16.272727272727273,4.305400372439479,33.0,77.0,222.0,110,29,65,115,35,33,40,34,1,0,32,18,2,0,0,0,0,0,0
361.0,229.0,188.0,11.64516129032258,4.850415512465374,31.0,102.0,144.0,80,24,30,79,13,20,28,11,3,0,30,12,0,0,0,2,0,1,0
631.0,305.0,335.0,12.877551020408163,4.80824088748019,49.0,149.0,233.0,163,39,69,128,19,29,52,20,1,0,48,25,4,0,0,0,0,1,0
366.0,204.0,187.0,18.3,4.396174863387978,20.0,60.0,147.0,87,22,40,76,12,34,19,8,3,0,19,21,2,0,1,0,0,0,0
348.0,148.0,162.0,13.92,4.204022988505747,25.0,50.0,151.0,70,23,40,68,20,23,30,10,0,0,24,11,0,0,0,0,0,0,0
236.0,135.0,127.0,19.666666666666668,4.389830508474576,12.0,40.0,104.0,60,22,18,42,16,15,17,4,2,0,11,13,0,1,0,0,0,4,0
549.0,301.0,300.0,21.115384615384617,4.859744990892532,26.0,139.0,211.0,121,48,27,114,18,33,38,44,3,0,25,31,6,5,0,0,1,0,0
410.0,231.0,219.0,14.137931034482758,4.514634146341463,29.0,82.0,172.0,95,19,43,88,18,19,26,22,0,3,28,7,0,2,0,0,1,0,0
328.0,181.0,168.0,11.310344827586206,4.579268292682927,29.0,63.0,123.0,77,18,27,72,15,24,26,16,0,0,28,8,0,0,0,0,0,0,0
407.0,208.0,207.0,16.28,4.705159705159705,25.0,95.0,164.0,93,22,39,85,22,25,28,13,1,0,24,18,0,0,0,1,0,1,0
508.0,231.0,247.0,20.32,4.03740157480315,25.0,65.0,240.0,77,33,69,107,27,43,39,46,9,0,24,9,2,3,0,1,0,1,0
53.0,46.0,30.0,10.6,5.037735849056604,5.0,12.0,19.0,15,4,3,11,5,3,2,0,0,0,4,3,0,0,0,0,0,0,0
319.0,166.0,165.0,12.76,4.504702194357367,25.0,59.0,128.0,62,27,39,66,15,25,15,9,1,0,24,17,1,0,1,0,0,3,0
435.0,246.0,251.0,15.0,5.050574712643678,29.0,115.0,151.0,112,40,23,70,20,25,32,68,1,0,28,30,0,0,0,0,0,1,0
485.0,290.0,253.0,15.15625,4.323711340206185,32.0,73.0,202.0,92,30,64,114,17,24,43,23,1,0,31,38,6,0,0,0,0,0,0
373.0,174.0,175.0,16.954545454545453,4.193029490616622,22.0,64.0,174.0,70,25,61,74,22,20,17,8,2,1,21,5,1,2,1,0,0,2,0
370.0,182.0,203.0,24.666666666666668,4.129729729729729,15.0,35.0,160.0,71,29,51,76,21,21,28,40,1,0,14,11,1,6,0,0,0,0,0
533.0,245.0,277.0,19.74074074074074,4.594746716697936,27.0,107.0,221.0,133,32,14,104,30,39,57,21,3,0,26,17,2,1,0,0,0,0,0
411.0,208.0,212.0,13.7,4.518248175182482,30.0,82.0,181.0,92,23,44,89,15,22,34,7,3,0,29,11,0,0,0,0,0,0,0
273.0,120.0,120.0,27.3,3.970695970695971,10.0,41.0,134.0,50,15,25,56,17,11,23,3,0,0,9,1,0,0,0,1,0,0,0
175.0,84.0,87.0,175.0,4.0685714285714285,1.0,26.0,87.0,32,11,27,47,9,10,13,0,0,0,0,0,0,0,0,0,0,0,0
280.0,151.0,131.0,25.454545454545453,4.360714285714286,11.0,47.0,118.0,61,16,33,58,14,16,22,4,0,0,10,1,0,0,0,0,0,0,0
402.0,202.0,196.0,17.47826086956522,4.5497512437810945,23.0,76.0,170.0,91,24,46,76,32,22,27,3,0,0,22,5,1,1,0,0,0,0,0
406.0,226.0,200.0,13.096774193548388,4.583743842364532,31.0,90.0,168.0,91,24,49,81,33,33,32,7,2,0,30,13,0,0,0,0,0,0,0
416.0,189.0,202.0,16.0,4.1923076923076925,26.0,57.0,173.0,80,13,50,89,26,37,32,13,3,1,25,16,0,1,0,0,0,2,0
603.0,266.0,324.0,15.075,4.703150912106136,40.0,161.0,244.0,149,53,33,111,46,25,60,11,1,0,39,10,0,0,0,0,0,0,0
420.0,239.0,230.0,16.8,4.766666666666667,25.0,91.0,138.0,100,33,32,87,11,23,33,39,0,0,24,28,1,0,0,0,0,0,0
425.0,240.0,251.0,22.36842105263158,5.152941176470589,19.0,124.0,141.0,106,39,27,79,17,26,24,37,5,0,18,20,0,7,2,1,0,3,0
507.0,255.0,279.0,11.522727272727273,4.392504930966469,44.0,84.0,191.0,101,52,59,99,15,32,39,35,1,0,43,25,1,1,0,0,0,1,0
400.0,190.0,203.0,16.0,4.5275,25.0,87.0,157.0,86,29,46,84,11,23,31,8,2,0,24,12,0,0,0,0,0,3,0
261.0,147.0,145.0,21.75,4.551724137931035,12.0,49.0,97.0,62,15,45,51,16,13,11,16,0,0,11,11,0,0,0,0,0,1,0
542.0,305.0,273.0,13.55,4.3468634686346865,40.0,82.0,205.0,121,18,71,135,18,45,42,31,1,0,39,27,2,0,1,0,0,2,0
243.0,135.0,121.0,30.375,4.337448559670782,8.0,34.0,97.0,69,14,15,41,9,6,29,3,0,0,7,5,0,1,0,0,0,2,0
401.0,219.0,208.0,16.04,4.770573566084788,25.0,86.0,131.0,109,23,37,73,14,22,33,6,0,0,24,11,0,0,0,0,0,1,0
180.0,102.0,78.0,13.846153846153847,4.2555555555555555,13.0,33.0,80.0,41,5,23,38,6,14,16,4,0,0,12,4,0,0,0,0,0,0,0
360.0,190.0,203.0,11.612903225806452,4.666666666666667,31.0,83.0,145.0,70,31,38,80,16,20,20,15,0,0,30,9,0,0,0,0,0,5,0
575.0,284.0,297.0,19.82758620689655,4.506086956521739,29.0,113.0,248.0,116,35,74,121,35,42,28,37,5,0,28,25,1,4,0,0,0,0,0
381.0,209.0,191.0,14.11111111111111,5.065616797900263,27.0,105.0,144.0,84,26,30,81,17,25,32,12,1,0,26,34,1,0,0,0,0,1,1
303.0,166.0,163.0,15.947368421052632,4.237623762376238,19.0,42.0,130.0,67,18,33,65,16,20,18,21,0,0,18,11,0,0,0,0,0,0,0
441.0,200.0,213.0,14.225806451612904,4.303854875283447,31.0,83.0,206.0,99,24,40,95,10,20,40,5,0,0,30,8,0,1,0,0,0,4,0
362.0,205.0,210.0,19.05263157894737,5.298342541436464,19.0,121.0,132.0,93,27,22,73,17,23,25,11,0,0,18,22,6,0,0,0,0,3,0
185.0,106.0,91.0,46.25,4.243243243243243,4.0,15.0,74.0,35,11,16,33,18,11,13,21,0,0,3,0,0,0,0,0,0,0,0
595.0,331.0,325.0,15.256410256410257,4.749579831932773,39.0,142.0,215.0,147,46,31,118,23,35,56,27,4,0,38,16,1,0,0,0,0,2,0
306.0,160.0,165.0,16.105263157894736,4.38562091503268,19.0,58.0,123.0,75,19,32,60,16,21,21,4,1,0,18,6,0,0,0,0,0,0,0
436.0,157.0,189.0,20.761904761904763,4.337155963302752,21.0,78.0,171.0,102,36,49,78,13,10,33,12,3,0,20,8,0,0,0,0,0,0,0
303.0,162.0,162.0,12.12,4.429042904290429,25.0,57.0,127.0,86,16,31,49,10,17,32,20,0,0,24,12,0,0,0,0,0,2,0
245.0,135.0,117.0,30.625,4.171428571428572,8.0,32.0,106.0,52,9,18,52,15,13,25,1,1,0,7,3,0,0,0,0,0,0,0
172.0,79.0,97.0,14.333333333333334,4.988372093023256,12.0,39.0,45.0,46,20,12,35,2,4,14,6,1,0,11,5,0,0,0,0,0,0,0
489.0,201.0,224.0,17.464285714285715,4.3640081799591,28.0,75.0,180.0,89,24,57,112,24,45,42,14,2,0,27,18,0,2,0,0,0,0,0
423.0,230.0,237.0,12.818181818181818,4.773049645390071,33.0,104.0,158.0,101,28,52,75,18,32,30,17,2,0,32,35,0,1,0,0,0,0,0
437.0,216.0,240.0,16.807692307692307,4.615560640732266,26.0,100.0,177.0,105,33,27,90,14,28,44,23,1,0,25,9,2,2,0,0,0,0,0
333.0,189.0,168.0,11.1,4.336336336336337,30.0,57.0,140.0,61,26,47,60,14,23,26,19,3,0,29,15,0,1,0,0,0,0,0
449.0,259.0,247.0,14.966666666666667,4.710467706013363,30.0,101.0,177.0,97,45,26,85,13,27,44,59,1,0,29,14,0,0,0,0,0,0,0
353.0,200.0,213.0,13.074074074074074,4.974504249291785,27.0,97.0,125.0,98,24,11,58,17,25,27,15,2,0,26,8,0,0,0,0,0,4,0
462.0,258.0,256.0,13.2,4.774891774891775,35.0,117.0,172.0,113,34,39,93,25,28,34,19,0,0,34,37,2,1,0,0,0,0,0
273.0,135.0,131.0,12.409090909090908,4.608058608058608,22.0,49.0,89.0,61,18,27,75,6,27,18,3,0,0,21,16,0,0,0,0,0,0,0
417.0,185.0,210.0,14.379310344827585,4.616306954436451,29.0,86.0,168.0,98,28,41,83,12,15,37,16,1,1,28,24,2,0,0,0,0,5,0
534.0,287.0,281.0,22.25,4.747191011235955,24.0,127.0,214.0,134,23,43,101,26,31,52,15,3,0,23,28,1,6,1,1,0,2,0
232.0,152.0,133.0,10.08695652173913,4.961206896551724,23.0,62.0,82.0,71,17,6,54,9,10,19,5,1,0,22,2,0,0,0,0,0,0,0
245.0,131.0,141.0,27.22222222222222,4.9918367346938775,9.0,68.0,73.0,71,25,11,47,8,17,15,4,0,0,8,20,1,0,0,0,0,2,0
372.0,226.0,215.0,12.0,4.81989247311828,31.0,92.0,134.0,82,34,38,83,15,20,29,30,2,0,30,18,0,0,0,0,0,0,0
537.0,307.0,289.0,16.78125,4.743016759776537,32.0,115.0,185.0,119,54,34,111,22,39,43,40,2,0,31,22,0,1,0,1,0,0,0
331.0,175.0,153.0,17.42105263157895,4.214501510574018,19.0,48.0,141.0,62,25,34,59,16,23,23,19,2,0,18,14,1,1,0,1,0,1,0
447.0,211.0,247.0,31.928571428571427,4.821029082774049,14.0,84.0,151.0,101,44,32,80,16,29,31,16,5,0,13,16,3,0,1,0,0,0,0
150.0,112.0,86.0,15.0,5.226666666666667,10.0,50.0,50.0,40,10,13,29,5,8,13,5,0,0,9,11,0,1,0,3,0,0,0
335.0,175.0,160.0,15.952380952380953,4.394029850746269,21.0,56.0,134.0,60,24,32,66,14,23,35,23,5,1,20,10,0,1,0,0,0,1,0
322.0,117.0,136.0,53.666666666666664,4.046583850931677,6.0,47.0,154.0,57,28,32,61,14,20,32,9,0,0,5,1,0,0,0,0,0,0,0
255.0,130.0,106.0,36.42857142857143,4.2823529411764705,7.0,50.0,115.0,47,11,24,49,14,17,24,10,2,0,6,0,0,0,0,0,0,0,0
256.0,143.0,148.0,19.692307692307693,4.46875,13.0,43.0,92.0,63,14,21,45,14,13,21,6,0,0,12,20,0,0,0,0,0,0,0
349.0,214.0,186.0,14.541666666666666,4.300859598853868,24.0,61.0,146.0,84,20,29,82,16,18,31,5,0,0,23,3,0,1,0,0,0,0,0
330.0,195.0,164.0,15.0,4.681818181818182,22.0,74.0,128.0,63,29,23,64,16,15,34,30,2,0,21,11,0,0,0,0,0,0,0
381.0,229.0,201.0,16.565217391304348,4.595800524934384,23.0,75.0,140.0,87,27,31,91,13,25,40,8,0,0,22,17,0,0,0,0,0,0,0
326.0,182.0,148.0,13.583333333333334,3.9478527607361964,24.0,50.0,165.0,69,17,26,63,17,14,37,9,1,0,23,11,0,0,0,0,0,0,0
268.0,165.0,160.0,13.4,5.007462686567164,20.0,54.0,74.0,79,16,20,43,5,13,27,35,0,0,19,11,1,0,0,0,0,0,0
